repayment_id,application_id,emi_number,due_date,payment_date,amount_due,amount_paid,payment_status,late_fee,days_overdue,payment_mode,remarks
REP102981,APP10548,4,2025-05-29,2025-05-25,27677.59,27677.59,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP102982,APP11096,3,2025-07-31,,92903.93,0.0,Missed,3950.0,69,,EMI overdue by 69 days. No payment received.
REP102983,APP11532,2,2025-05-15,2025-05-12,23276.28,23276.28,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP102984,APP11050,2,2024-12-10,2024-12-26,18088.47,19388.47,Paid Late,1300.0,16,Credit Card,Payment delayed by 16 days. Late fee penalty assessed.
REP102985,APP12557,1,2024-06-21,2024-06-16,11730.08,11730.08,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP102986,APP10924,3,2024-10-15,2024-10-12,36550.79,36550.79,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP102987,APP10007,2,2024-11-17,2024-11-16,15742.89,15742.89,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP102988,APP10671,2,2025-01-23,,15778.87,0.0,Missed,4500.0,80,,EMI overdue by 80 days. No payment received.
REP102989,APP12490,1,2024-02-01,2024-03-02,5551.58,7551.58,Paid Late,2000.0,30,Credit Card,Payment delayed by 30 days. Late fee penalty assessed.
REP102990,APP12551,2,2024-04-08,2024-04-05,14504.39,14504.39,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP102991,APP11893,2,2024-07-18,2024-07-15,16970.28,16970.28,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP102992,APP10350,3,2024-10-07,2024-10-07,20729.35,20729.35,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP102993,APP11249,3,2025-04-03,2025-03-29,38934.95,38934.95,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP102994,APP11524,2,2025-07-16,2025-07-15,4621.89,4621.89,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP102995,APP12701,1,2024-07-16,2024-07-11,80195.2,80195.2,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP102996,APP10023,1,2024-05-18,2024-05-18,16737.7,16737.7,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP102997,APP10702,4,2026-03-17,2026-03-14,50171.71,50171.71,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP102998,APP11132,2,2025-02-26,2025-02-22,3541.21,3541.21,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP102999,APP12445,1,2025-01-01,2024-12-30,12596.75,12596.75,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103000,APP12532,2,2025-02-25,2025-02-21,3616.62,3616.62,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP103001,APP12270,4,2026-03-24,2026-03-21,12177.13,12177.13,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103002,APP10616,1,2025-07-18,2025-07-15,1883.55,1883.55,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103003,APP10423,2,2024-04-30,2024-04-30,59641.75,59641.75,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP103004,APP12706,2,2025-02-09,2025-02-09,158199.24,158199.24,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103005,APP12854,6,2024-10-25,2024-10-25,35039.47,35039.47,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP103006,APP10381,2,2026-02-12,2026-02-11,15705.1,15705.1,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP103007,APP12414,2,2025-08-23,2025-08-19,16404.34,16404.34,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP103008,APP12281,2,2025-04-09,2025-04-07,15474.73,15474.73,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP103009,APP12208,3,2025-07-06,,12190.03,0.0,Missed,3700.0,64,,EMI overdue by 64 days. No payment received.
REP103010,APP10418,3,2025-11-05,2025-10-31,842.37,842.37,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103011,APP10400,2,2024-10-30,2024-10-29,29466.71,29466.71,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103012,APP12325,3,2025-11-23,2025-11-18,75719.2,75719.2,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103013,APP12499,2,2025-04-19,2025-04-18,10028.32,10028.32,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103014,APP10026,6,2025-03-06,2025-03-03,10295.38,10295.38,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP103015,APP11503,2,2025-11-04,2025-11-02,117214.09,117214.09,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103016,APP11898,3,2025-09-27,2025-09-26,8233.98,8233.98,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103017,APP10780,3,2025-08-20,2025-08-15,2944.82,2944.82,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP103018,APP12996,3,2024-08-06,2024-08-06,4252.73,4252.73,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP103019,APP10616,2,2025-08-17,2025-08-12,1883.55,1883.55,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103020,APP12220,2,2024-03-11,2024-03-07,48879.61,48879.61,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103021,APP12990,5,2025-05-23,2025-07-03,29255.15,31805.15,Paid Late,2550.0,41,Wallet,Payment delayed by 41 days. Late fee penalty assessed.
REP103022,APP10467,3,2025-01-26,2025-01-22,5782.99,5782.99,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP103023,APP10109,3,2026-03-08,2026-03-04,18429.06,18429.06,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103024,APP11321,3,2024-10-25,2024-10-21,7277.07,7277.07,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103025,APP12596,2,2024-05-07,2024-05-05,23116.01,23116.01,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP103026,APP10951,2,2024-07-26,2024-07-22,5853.24,5853.24,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103027,APP11042,2,2024-05-09,2024-05-04,5424.3,5424.3,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP103028,APP11322,3,2024-10-09,2024-10-06,15981.71,15981.71,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103029,APP10833,5,2025-05-10,2025-05-07,73488.52,73488.52,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103030,APP11297,3,2025-09-26,2025-09-21,21387.03,21387.03,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103031,APP10116,3,2024-08-28,2024-08-28,23898.81,23898.81,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103032,APP10998,2,2024-05-05,2024-05-03,26945.15,26945.15,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP103033,APP12726,4,2024-11-29,2024-11-27,57966.4,57966.4,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103034,APP10789,4,2025-08-07,,91966.69,0.0,Missed,3550.0,61,,EMI overdue by 61 days. No payment received.
REP103035,APP11035,1,2024-08-22,2024-08-17,6637.36,6637.36,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103036,APP10040,1,2025-04-18,2025-04-14,12895.92,12895.92,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP103037,APP11116,1,2024-11-02,2024-10-30,11213.84,11213.84,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103038,APP12360,3,2024-06-23,2024-06-22,26590.26,26590.26,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP103039,APP10740,1,2024-10-19,2024-10-15,6844.24,6844.24,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP103040,APP11195,2,2024-07-10,2024-07-05,25586.52,25586.52,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103041,APP11929,3,2025-04-24,2025-04-19,7415.41,7415.41,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103042,APP11807,2,2024-03-09,,3191.97,0.0,Missed,2450.0,39,,EMI overdue by 39 days. No payment received.
REP103043,APP10599,3,2025-03-16,2025-03-11,14014.14,14014.14,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103044,APP12824,2,2025-05-04,2025-05-01,10155.28,10155.28,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP103045,APP12207,2,2024-11-28,2024-11-24,27491.38,27491.38,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP103046,APP12194,5,2025-12-06,2025-12-02,13287.63,13287.63,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103047,APP11297,4,2025-10-26,2025-10-23,21387.03,21387.03,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP103048,APP12939,3,2025-01-04,2025-01-01,13534.55,13534.55,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP103049,APP11929,4,2025-05-24,2025-05-22,7415.41,7415.41,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103050,APP11490,2,2026-01-12,2026-01-11,15005.32,15005.32,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103051,APP10527,4,2026-03-08,2026-03-08,25905.17,25905.17,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103052,APP10897,2,2024-04-02,2024-04-01,157545.5,157545.5,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103053,APP12400,2,2024-10-02,2024-10-19,3714.19,2489.84,Partially Paid,810.0,17,Debit Card,Partial payment of ₹2489.84 received against due amount ₹3714.19.
REP103054,APP11531,4,2025-04-05,2025-04-04,93060.69,93060.69,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103055,APP10524,2,2025-04-26,2025-04-25,27530.21,27530.21,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP103056,APP11738,2,2024-06-25,2024-06-23,8479.81,8479.81,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP103057,APP10843,2,2024-03-27,2024-03-22,86104.99,86104.99,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103058,APP11766,3,2024-06-09,2024-06-09,22316.98,22316.98,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103059,APP12644,2,2025-01-27,,5138.08,0.0,Missed,4500.0,80,,EMI overdue by 80 days. No payment received.
REP103060,APP11409,1,2025-10-07,2025-10-07,11499.3,11499.3,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP103061,APP10809,2,2025-03-13,2025-03-09,7179.96,7179.96,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP103062,APP12163,1,2025-12-30,2025-12-25,10117.28,10117.28,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103063,APP10693,2,2024-05-23,2024-05-19,7459.36,7459.36,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP103064,APP10113,4,2025-06-06,2025-06-03,10253.04,10253.04,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103065,APP10835,2,2025-04-07,2025-04-11,42170.05,42870.05,Paid Late,700.0,4,Wallet,Payment delayed by 4 days. Late fee penalty assessed.
REP103066,APP12955,4,2024-08-11,2024-08-07,62010.42,62010.42,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP103067,APP10374,4,2025-05-31,2025-05-28,11406.17,11406.17,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103068,APP11864,5,2025-02-11,2025-03-08,5341.59,1824.81,Partially Paid,1050.0,25,Wallet,Partial payment of ₹1824.81 received against due amount ₹5341.59.
REP103069,APP12656,3,2025-11-23,2025-11-23,18259.91,18259.91,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103070,APP11266,4,2026-03-08,2026-03-27,5968.79,7418.79,Paid Late,1450.0,19,NACH Auto-Debit,Payment delayed by 19 days. Late fee penalty assessed.
REP103071,APP12965,3,2025-08-08,2025-08-03,11440.27,11440.27,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP103072,APP10678,4,2025-07-26,2025-07-23,14367.26,14367.26,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103073,APP10799,3,2024-07-23,2024-08-31,15086.78,9484.44,Partially Paid,1470.0,39,Credit Card,Partial payment of ₹9484.44 received against due amount ₹15086.78.
REP103074,APP10346,2,2025-01-15,2025-01-15,13080.47,13080.47,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP103075,APP12840,4,2025-06-19,2025-06-19,7672.99,7672.99,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103076,APP11862,4,2025-06-10,2025-06-08,11446.51,11446.51,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103077,APP11005,4,2025-03-22,2025-03-21,29606.3,29606.3,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103078,APP12437,3,2025-09-22,2025-10-18,10829.66,12629.66,Paid Late,1800.0,26,Net Banking,Payment delayed by 26 days. Late fee penalty assessed.
REP103079,APP11377,4,2025-05-07,2025-05-07,11855.28,11855.28,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP103080,APP11144,3,2024-05-10,2024-05-08,75028.57,75028.57,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103081,APP11533,1,2025-02-26,2025-02-22,15967.53,15967.53,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103082,APP10586,3,2025-10-31,2025-10-31,5948.43,5948.43,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103083,APP11980,1,2025-05-16,2025-05-13,62025.29,62025.29,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103084,APP12661,1,2025-07-06,2025-07-04,6782.35,6782.35,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103085,APP11872,1,2024-02-07,2024-02-03,16015.27,16015.27,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103086,APP11321,4,2024-11-24,2024-11-24,7277.07,7277.07,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP103087,APP10326,4,2025-05-01,2025-04-27,71073.59,71073.59,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103088,APP12277,2,2025-07-30,2025-09-07,23352.26,25802.26,Paid Late,2450.0,39,UPI,Payment delayed by 39 days. Late fee penalty assessed.
REP103089,APP11174,1,2025-12-10,2025-12-05,1561.83,1561.83,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103090,APP12314,3,2026-02-02,2026-02-05,4374.46,5024.46,Paid Late,650.0,3,Net Banking,Payment delayed by 3 days. Late fee penalty assessed.
REP103091,APP10778,2,2025-09-15,2025-09-12,32155.88,32155.88,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103092,APP12815,2,2024-08-26,2024-08-21,6791.98,6791.98,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103093,APP12883,2,2025-06-17,2025-07-22,6646.62,8896.62,Paid Late,2250.0,35,Wallet,Payment delayed by 35 days. Late fee penalty assessed.
REP103094,APP12464,3,2025-06-15,2025-06-15,12845.87,12845.87,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103095,APP10630,2,2025-02-22,2025-02-21,18168.82,18168.82,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP103096,APP12456,1,2026-01-11,2026-01-08,20855.69,20855.69,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP103097,APP10486,2,2025-09-28,2025-09-27,9275.9,9275.9,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103098,APP10829,1,2024-12-12,2024-12-07,6526.24,6526.24,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103099,APP12487,1,2024-08-07,2024-08-06,8641.96,8641.96,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP103100,APP10339,2,2025-01-19,2025-01-17,17657.63,17657.63,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103101,APP10005,2,2024-03-14,2024-03-16,12948.14,13548.14,Paid Late,600.0,2,Net Banking,Payment delayed by 2 days. Late fee penalty assessed.
REP103102,APP11322,4,2024-11-08,2024-11-05,15981.71,15981.71,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103103,APP10888,4,2024-09-11,2024-09-11,29850.13,29850.13,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP103104,APP12096,3,2024-10-14,2024-10-22,2996.76,3896.76,Paid Late,900.0,8,Debit Card,Payment delayed by 8 days. Late fee penalty assessed.
REP103105,APP10536,1,2024-10-02,2024-10-21,30210.55,10599.92,Partially Paid,870.0,19,NACH Auto-Debit,Partial payment of ₹10599.92 received against due amount ₹30210.55.
REP103106,APP11105,3,2025-05-13,2025-05-10,30083.27,30083.27,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103107,APP11116,2,2024-12-02,,11213.84,0.0,Missed,1750.0,25,,EMI overdue by 25 days. No payment received.
REP103108,APP12694,4,2025-01-06,2025-01-02,4419.36,4419.36,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103109,APP11327,1,2025-09-29,2025-09-28,2307.13,2307.13,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103110,APP12076,2,2024-05-18,2024-05-18,72294.82,72294.82,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103111,APP10931,5,2025-11-03,2025-10-31,21772.03,21772.03,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP103112,APP12631,1,2026-01-07,2026-01-05,21727.49,21727.49,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103113,APP11145,2,2025-11-15,,58083.53,0.0,Missed,1700.0,24,,EMI overdue by 24 days. No payment received.
REP103114,APP12387,1,2025-08-16,2025-08-12,9283.81,9283.81,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103115,APP10461,1,2025-09-05,2025-09-03,13532.02,13532.02,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP103116,APP12195,2,2024-05-17,2024-06-17,17104.58,19154.58,Paid Late,2050.0,31,UPI,Payment delayed by 31 days. Late fee penalty assessed.
REP103117,APP10366,1,2024-12-06,2024-12-06,16620.5,16620.5,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP103118,APP10456,1,2025-11-01,2025-10-28,18143.86,18143.86,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103119,APP12325,4,2025-12-23,2025-12-20,75719.2,75719.2,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP103120,APP11311,3,2025-01-07,2025-01-05,19791.38,19791.38,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP103121,APP12398,4,2025-09-17,2025-09-13,15432.0,15432.0,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103122,APP12764,3,2024-09-15,2024-09-13,13403.47,13403.47,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP103123,APP11539,2,2025-09-02,2025-08-31,43771.36,43771.36,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP103124,APP11666,4,2025-07-30,2025-08-24,4673.83,6423.83,Paid Late,1750.0,25,UPI,Payment delayed by 25 days. Late fee penalty assessed.
REP103125,APP11786,2,2024-08-28,2024-08-27,30208.86,30208.86,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP103126,APP12353,1,2024-07-14,2024-07-14,4628.14,4628.14,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103127,APP12149,2,2025-10-23,2025-10-20,20678.42,20678.42,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103128,APP10632,5,2024-12-01,2024-12-07,45082.11,21693.48,Partially Paid,480.0,6,Debit Card,Partial payment of ₹21693.48 received against due amount ₹45082.11.
REP103129,APP12883,3,2025-07-17,2025-07-12,6646.62,6646.62,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103130,APP12734,3,2025-09-19,2025-09-15,2084.89,2084.89,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP103131,APP11424,2,2025-03-04,2025-03-03,5725.96,5725.96,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP103132,APP10756,1,2025-03-08,2025-03-04,5709.75,5709.75,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103133,APP12269,3,2025-11-10,2025-11-10,22574.17,22574.17,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103134,APP10453,2,2025-12-30,2025-12-25,22038.66,22038.66,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103135,APP12906,2,2025-06-02,2025-05-28,81524.41,81524.41,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103136,APP10346,3,2025-02-14,2025-02-09,13080.47,13080.47,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP103137,APP12525,1,2025-08-24,2025-08-20,4343.86,4343.86,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103138,APP10461,2,2025-10-05,2025-09-30,13532.02,13532.02,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103139,APP10255,2,2024-09-02,2024-08-31,6347.65,6347.65,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103140,APP12320,1,2024-11-09,2024-11-09,9039.02,9039.02,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103141,APP12272,4,2024-11-25,2024-11-22,7120.02,7120.02,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP103142,APP11275,3,2025-02-22,2025-02-20,21069.57,21069.57,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103143,APP12127,1,2025-11-19,2025-11-14,3230.68,3230.68,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103144,APP10187,3,2025-03-05,2025-03-08,9542.65,10192.65,Paid Late,650.0,3,Credit Card,Payment delayed by 3 days. Late fee penalty assessed.
REP103145,APP12281,3,2025-05-09,2025-05-05,15474.73,15474.73,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103146,APP11234,4,2025-12-21,2026-02-03,5339.31,8039.31,Paid Late,2700.0,44,Debit Card,Payment delayed by 44 days. Late fee penalty assessed.
REP103147,APP11713,1,2025-06-27,2025-06-24,34016.94,34016.94,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP103148,APP11561,4,2024-10-05,2024-10-01,10669.45,10669.45,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP103149,APP12793,1,2024-12-28,2024-12-23,8398.03,8398.03,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP103150,APP11174,2,2026-01-09,2026-01-22,1561.83,1048.87,Partially Paid,690.0,13,Debit Card,Partial payment of ₹1048.87 received against due amount ₹1561.83.
REP103151,APP11901,1,2025-02-18,2025-02-16,12300.37,12300.37,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103152,APP12480,4,2024-05-05,2024-05-04,19202.06,19202.06,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP103153,APP12537,6,2024-12-06,2024-12-06,27665.0,27665.0,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP103154,APP11474,3,2024-09-17,2024-09-17,1590.21,1590.21,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP103155,APP12493,2,2024-11-08,2024-11-03,8668.92,8668.92,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP103156,APP11978,4,2026-02-18,2026-02-15,75632.36,75632.36,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103157,APP10342,2,2025-08-01,2025-07-31,26727.99,26727.99,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP103158,APP10079,1,2026-01-08,2026-01-04,5494.62,5494.62,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP103159,APP10349,3,2025-05-25,2025-05-24,7488.89,7488.89,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103160,APP12297,3,2026-02-23,2026-03-08,18419.55,19569.55,Paid Late,1150.0,13,Credit Card,Payment delayed by 13 days. Late fee penalty assessed.
REP103161,APP10629,4,2024-08-02,2024-07-28,8410.51,8410.51,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP103162,APP10833,6,2025-06-09,2025-06-08,73488.52,73488.52,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP103163,APP10132,1,2025-03-26,2025-03-24,59695.98,59695.98,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103164,APP10147,1,2025-11-16,2025-11-13,5620.99,5620.99,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP103165,APP12956,2,2024-10-20,2024-10-17,42780.61,42780.61,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP103166,APP11550,4,2024-05-27,2024-05-25,11358.68,11358.68,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103167,APP11101,3,2025-07-18,2025-09-05,8027.34,5116.17,Partially Paid,1770.0,49,NACH Auto-Debit,Partial payment of ₹5116.17 received against due amount ₹8027.34.
REP103168,APP11261,2,2025-08-26,2025-09-28,89512.47,91662.47,Paid Late,2150.0,33,UPI,Payment delayed by 33 days. Late fee penalty assessed.
REP103169,APP11563,4,2024-07-19,2024-07-29,19798.29,20798.29,Paid Late,1000.0,10,UPI,Payment delayed by 10 days. Late fee penalty assessed.
REP103170,APP11810,3,2024-11-21,2024-12-22,21787.6,23837.6,Paid Late,2050.0,31,Credit Card,Payment delayed by 31 days. Late fee penalty assessed.
REP103171,APP12610,3,2025-06-27,2025-07-16,21885.33,23335.33,Paid Late,1450.0,19,Net Banking,Payment delayed by 19 days. Late fee penalty assessed.
REP103172,APP10476,2,2025-10-07,2025-10-02,5520.38,5520.38,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103173,APP10309,3,2024-09-29,,12599.1,0.0,Missed,2700.0,44,,EMI overdue by 44 days. No payment received.
REP103174,APP12660,3,2024-07-07,2024-07-07,29652.34,29652.34,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP103175,APP10444,1,2025-06-06,2025-06-02,9159.29,9159.29,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP103176,APP11607,1,2025-05-02,2025-06-14,15880.13,9936.16,Partially Paid,1590.0,43,NACH Auto-Debit,Partial payment of ₹9936.16 received against due amount ₹15880.13.
