application_id,customer_id,lender_id,loan_amount,approved_amount,interest_rate,loan_tenure_months,loan_purpose,application_date,approval_date,loan_status,rejection_reason,loan_channel,processing_fee,emi_amount,disbursement_date
APP11440,CUST10138,LEN1004,185000.0,175000.0,19.04,60,Home Renovation,2024-05-07,2024-05-09,Approved,,Branch,3062.5,4543.45,2024-05-10
APP11441,CUST10313,LEN1018,570000.0,,,12,Personal Expenses,2024-06-24,,Rejected,KYC Verification Failed,Website,,,
APP11442,CUST11052,LEN1001,605000.0,490000.0,27.02,6,Vehicle Purchase,2024-06-20,2024-06-21,Approved,,Mobile App,12250.0,88222.07,2024-06-22
APP11443,CUST11248,LEN1012,220000.0,185000.0,21.64,18,Wedding,2025-04-10,2025-04-11,Approved,,Mobile App,4625.0,12127.54,2025-04-12
APP11444,CUST11311,LEN1020,300000.0,255000.0,12.09,6,Vehicle Purchase,2024-01-01,2024-01-04,Approved,,Mobile App,8925.0,44011.17,2024-01-07
APP11445,CUST11128,LEN1018,645000.0,,,36,Wedding,2025-06-16,,Pending,,Direct Telecall,,,
APP11446,CUST10725,LEN1020,300000.0,295000.0,11.0,60,Vehicle Purchase,2025-06-20,2025-06-23,Approved,,Website,10325.0,6414.01,2025-06-24
APP11447,CUST10075,LEN1007,500000.0,,,18,Debt Consolidation,2025-09-10,,Pending,,Mobile App,,,
APP11448,CUST10845,LEN1013,185000.0,155000.0,13.65,18,Personal Expenses,2025-05-13,2025-05-16,Approved,,Website,3720.0,9571.45,2025-05-17
APP11449,CUST10922,LEN1019,500000.0,440000.0,21.8,48,Home Renovation,2024-11-05,2024-11-06,Approved,,Direct Telecall,13200.0,13814.94,2024-11-09
APP11450,CUST10518,LEN1016,270000.0,240000.0,11.75,48,Wedding,2024-07-28,2024-07-28,Approved,,Website,6720.0,6290.7,2024-07-29
APP11451,CUST10299,LEN1004,240000.0,,,6,Business Expansion,2025-01-30,,Pending,,DSA / Partner,,,
APP11452,CUST11339,LEN1014,225000.0,,,18,Business Expansion,2025-07-18,,Pending,,Branch,,,
APP11453,CUST10978,LEN1002,985000.0,855000.0,22.62,60,Wedding,2024-12-26,2024-12-30,Approved,,Mobile App,17100.0,23916.55,2024-12-31
APP11454,CUST10023,LEN1004,780000.0,,,48,Debt Consolidation,2024-01-26,,Pending,,Mobile App,,,
APP11455,CUST11044,LEN1007,600000.0,,,18,Personal Expenses,2025-02-17,,Pending,,DSA / Partner,,,
APP11456,CUST10685,LEN1020,300000.0,,,36,Business Expansion,2025-01-11,,Rejected,Low Credit Score,Website,,,
APP11457,CUST11059,LEN1019,215000.0,175000.0,30.7,24,Wedding,2025-06-10,2025-06-15,Approved,,DSA / Partner,5250.0,9847.91,2025-06-15
APP11458,CUST10315,LEN1013,190000.0,160000.0,21.8,48,Wedding,2025-10-12,2025-10-13,Approved,,Direct Telecall,3840.0,5023.62,2025-10-13
APP11459,CUST11264,LEN1013,325000.0,260000.0,21.75,12,Personal Expenses,2024-11-06,2024-11-09,Approved,,Mobile App,6240.0,24303.27,2024-11-10
APP11460,CUST10856,LEN1005,115000.0,115000.0,27.06,36,Debt Consolidation,2024-01-01,2024-01-01,Approved,,Mobile App,2587.5,4698.6,2024-01-03
APP11461,CUST11490,LEN1016,710000.0,640000.0,26.57,12,Wedding,2025-11-19,2025-11-22,Approved,,Mobile App,17920.0,61316.94,2025-11-24
APP11462,CUST11264,LEN1012,600000.0,520000.0,21.86,18,Business Expansion,2025-11-11,2025-11-16,Approved,,Direct Telecall,13000.0,34143.62,2025-11-18
APP11463,CUST11217,LEN1008,220000.0,190000.0,15.08,6,Vehicle Purchase,2024-10-05,2024-10-08,Approved,,DSA / Partner,3800.0,33073.97,2024-10-11
APP11464,CUST10106,LEN1019,275000.0,,,60,Debt Consolidation,2024-05-31,,Rejected,Past Loan Default,Mobile App,,,
APP11465,CUST10458,LEN1008,280000.0,265000.0,15.07,12,Wedding,2024-04-10,2024-04-13,Approved,,Mobile App,5300.0,23927.21,2024-04-16
APP11466,CUST10859,LEN1019,435000.0,390000.0,25.65,6,Education,2025-09-30,2025-09-30,Approved,,Mobile App,11700.0,69948.49,2025-10-02
APP11467,CUST10117,LEN1014,845000.0,840000.0,18.07,24,Home Renovation,2025-04-29,2025-05-01,Approved,,DSA / Partner,15960.0,41964.66,2025-05-01
APP11468,CUST10631,LEN1008,245000.0,215000.0,16.06,24,Vehicle Purchase,2024-08-07,2024-08-09,Approved,,Branch,4300.0,10533.23,2024-08-10
APP11469,CUST11251,LEN1006,500000.0,485000.0,17.04,36,Business Expansion,2025-01-20,2025-01-20,Approved,,Branch,14550.0,17301.23,2025-01-20
APP11470,CUST10308,LEN1018,185000.0,165000.0,21.26,6,Home Renovation,2024-01-03,2024-01-05,Approved,,Mobile App,3300.0,29230.18,2024-01-07
APP11471,CUST11391,LEN1012,520000.0,450000.0,16.77,6,Personal Expenses,2024-11-13,2024-11-17,Approved,,Mobile App,11250.0,78710.86,2024-11-17
APP11472,CUST10081,LEN1020,75000.0,60000.0,29.6,12,Home Renovation,2025-05-17,2025-05-21,Approved,,DSA / Partner,2100.0,5837.43,2025-05-21
APP11473,CUST11255,LEN1010,195000.0,185000.0,23.62,24,Debt Consolidation,2025-10-20,2025-10-23,Approved,,Mobile App,4625.0,9746.1,2025-10-24
APP11474,CUST11412,LEN1010,75000.0,70000.0,12.93,60,Business Expansion,2024-06-15,2024-06-17,Approved,,Direct Telecall,1750.0,1590.21,2024-06-19
APP11475,CUST10602,LEN1013,160000.0,,,12,Debt Consolidation,2024-11-30,,Pending,,Direct Telecall,,,
APP11476,CUST10432,LEN1008,420000.0,340000.0,20.45,48,Home Renovation,2024-03-22,2024-03-23,Approved,,Mobile App,6800.0,10428.02,2024-03-23
APP11477,CUST10920,LEN1005,60000.0,50000.0,17.65,6,Debt Consolidation,2025-12-05,2025-12-08,Approved,,Website,1125.0,8767.55,2025-12-11
APP11478,CUST10840,LEN1004,520000.0,510000.0,19.49,48,Debt Consolidation,2024-08-02,2024-08-04,Approved,,Direct Telecall,8925.0,15381.24,2024-08-05
APP11479,CUST10801,LEN1007,585000.0,490000.0,11.99,6,Personal Expenses,2025-02-02,2025-02-07,Approved,,Website,13475.0,84546.28,2025-02-10
APP11480,CUST11453,LEN1011,455000.0,425000.0,16.38,60,Business Expansion,2025-03-08,2025-03-12,Approved,,Direct Telecall,9350.0,10421.18,2025-03-13
APP11481,CUST10016,LEN1006,500000.0,415000.0,25.43,24,Medical Emergency,2024-12-08,2024-12-09,Approved,,DSA / Partner,12450.0,22238.82,2024-12-12
APP11482,CUST10570,LEN1007,455000.0,395000.0,28.12,24,Personal Expenses,2025-10-08,2025-10-12,Approved,,Mobile App,10862.5,21705.12,2025-10-14
APP11483,CUST10691,LEN1001,145000.0,,,60,Education,2024-05-31,,Rejected,KYC Verification Failed,Mobile App,,,
APP11484,CUST11394,LEN1017,430000.0,385000.0,24.62,24,Education,2024-02-10,2024-02-14,Approved,,DSA / Partner,8085.0,20474.7,2024-02-16
APP11485,CUST11104,LEN1015,315000.0,,,18,Personal Expenses,2025-08-26,,Rejected,Incomplete Documentation,DSA / Partner,,,
APP11486,CUST10129,LEN1016,1000000.0,845000.0,22.64,24,Wedding,2025-08-08,2025-08-12,Approved,,Branch,23660.0,44104.56,2025-08-13
APP11487,CUST10921,LEN1009,285000.0,280000.0,11.26,48,Personal Expenses,2025-11-15,2025-11-17,Approved,,Mobile App,5040.0,7272.15,2025-11-17
APP11488,CUST11087,LEN1008,140000.0,,,60,Wedding,2025-02-10,,Rejected,Low Credit Score,Mobile App,,,
APP11489,CUST10881,LEN1002,530000.0,,,60,Debt Consolidation,2025-07-13,,Pending,,Branch,,,
APP11490,CUST10854,LEN1001,650000.0,525000.0,16.47,48,Debt Consolidation,2025-11-10,2025-11-11,Approved,,Branch,13125.0,15005.32,2025-11-13
APP11491,CUST10238,LEN1008,345000.0,320000.0,21.17,24,Business Expansion,2025-07-12,2025-07-15,Approved,,Mobile App,6400.0,16470.14,2025-07-15
APP11492,CUST10674,LEN1008,710000.0,,,6,Medical Emergency,2024-09-21,,Rejected,High Debt-to-Income Ratio,Mobile App,,,
APP11493,CUST11347,LEN1010,220000.0,,,24,Home Renovation,2024-07-27,,Pending,,DSA / Partner,,,
APP11494,CUST11494,LEN1006,500000.0,,,60,Debt Consolidation,2025-07-09,,Pending,,Website,,,
APP11495,CUST11417,LEN1018,350000.0,345000.0,21.42,6,Home Renovation,2024-01-04,2024-01-06,Approved,,Mobile App,6900.0,61145.27,2024-01-07
APP11496,CUST10233,LEN1015,305000.0,275000.0,24.11,36,Wedding,2024-05-05,2024-05-05,Approved,,Branch,8937.5,10804.92,2024-05-07
APP11497,CUST10189,LEN1012,220000.0,210000.0,13.23,60,Education,2024-09-13,2024-09-17,Approved,,Branch,5250.0,4802.91,2024-09-17
APP11498,CUST10130,LEN1006,160000.0,,,12,Education,2025-10-08,,Pending,,DSA / Partner,,,
APP11499,CUST10720,LEN1001,335000.0,320000.0,23.07,24,Vehicle Purchase,2025-06-08,2025-06-09,Approved,,Mobile App,8000.0,16770.58,2025-06-10
APP11500,CUST11272,LEN1016,560000.0,540000.0,25.68,48,Medical Emergency,2024-08-20,2024-08-23,Approved,,Direct Telecall,15120.0,18110.26,2024-08-26
APP11501,CUST10794,LEN1011,490000.0,,,12,Personal Expenses,2025-04-08,,Rejected,High Debt-to-Income Ratio,Mobile App,,,
APP11502,CUST10008,LEN1019,410000.0,,,48,Business Expansion,2024-12-12,,Rejected,Insufficient Monthly Income,Direct Telecall,,,
APP11503,CUST10016,LEN1011,725000.0,655000.0,24.85,6,Home Renovation,2025-08-31,2025-09-04,Approved,,Mobile App,14410.0,117214.09,2025-09-05
APP11504,CUST10970,LEN1016,275000.0,,,36,Business Expansion,2025-10-01,,Rejected,Low Credit Score,Mobile App,,,
APP11505,CUST11307,LEN1011,1000000.0,,,36,Vehicle Purchase,2024-02-09,,Rejected,Low Credit Score,Website,,,
APP11506,CUST10113,LEN1010,380000.0,325000.0,20.34,12,Debt Consolidation,2024-06-05,2024-06-05,Approved,,DSA / Partner,8125.0,30159.12,2024-06-07
APP11507,CUST10154,LEN1016,425000.0,,,18,Vehicle Purchase,2024-01-27,,Rejected,KYC Verification Failed,Mobile App,,,
APP11508,CUST10672,LEN1006,500000.0,460000.0,17.04,60,Home Renovation,2025-09-09,2025-09-09,Approved,,Branch,13800.0,11442.08,2025-09-09
APP11509,CUST10542,LEN1011,305000.0,,,6,Home Renovation,2024-08-05,,Rejected,Past Loan Default,Branch,,,
APP11510,CUST10162,LEN1008,85000.0,85000.0,31.23,18,Medical Emergency,2025-07-16,2025-07-20,Approved,,Direct Telecall,1700.0,5974.42,2025-07-22
APP11511,CUST11132,LEN1010,195000.0,,,24,Personal Expenses,2025-03-06,,Pending,,Website,,,
APP11512,CUST10191,LEN1011,200000.0,200000.0,19.19,6,Home Renovation,2024-04-06,2024-04-06,Approved,,Mobile App,4400.0,35223.69,2024-04-09
APP11513,CUST10088,LEN1016,415000.0,380000.0,19.07,24,Medical Emergency,2024-06-11,2024-06-12,Approved,,Website,10640.0,19168.2,2024-06-12
APP11514,CUST10685,LEN1006,280000.0,,,36,Medical Emergency,2024-01-18,,Pending,,Direct Telecall,,,
APP11515,CUST10964,LEN1007,715000.0,,,12,Home Renovation,2025-11-29,,Rejected,Past Loan Default,Direct Telecall,,,
APP11516,CUST10489,LEN1014,95000.0,85000.0,11.21,36,Debt Consolidation,2024-07-11,2024-07-14,Approved,,Branch,1615.0,2791.25,2024-07-15
APP11517,CUST11256,LEN1013,180000.0,160000.0,12.27,36,Debt Consolidation,2024-05-19,2024-05-23,Approved,,Website,3840.0,5334.95,2024-05-25
APP11518,CUST10552,LEN1008,270000.0,,,6,Vehicle Purchase,2025-10-25,,Pending,,Website,,,
APP11519,CUST11240,LEN1016,130000.0,125000.0,12.57,6,Vehicle Purchase,2024-07-14,2024-07-18,Approved,,Branch,3500.0,21603.77,2024-07-19
APP11520,CUST11313,LEN1019,330000.0,280000.0,14.32,48,Education,2024-02-11,2024-02-11,Approved,,Mobile App,8400.0,7696.44,2024-02-11
APP11521,CUST11401,LEN1013,265000.0,210000.0,11.13,12,Debt Consolidation,2025-08-11,2025-08-11,Approved,,Mobile App,5040.0,18572.88,2025-08-11
APP11522,CUST10847,LEN1004,555000.0,530000.0,25.36,24,Home Renovation,2025-10-25,2025-10-27,Approved,,Mobile App,9275.0,28382.73,2025-10-30
APP11523,CUST10776,LEN1017,250000.0,,,24,Education,2024-05-29,,Pending,,Direct Telecall,,,
APP11524,CUST10424,LEN1013,180000.0,180000.0,18.52,60,Education,2025-05-15,2025-05-17,Approved,,DSA / Partner,4320.0,4621.89,2025-05-17
APP11525,CUST10888,LEN1015,290000.0,260000.0,27.3,60,Personal Expenses,2025-04-14,2025-04-14,Approved,,Direct Telecall,8450.0,7985.87,2025-04-16
APP11526,CUST10289,LEN1010,280000.0,230000.0,11.86,24,Personal Expenses,2025-06-26,2025-06-28,Approved,,DSA / Partner,5750.0,10811.87,2025-06-29
APP11527,CUST10921,LEN1007,530000.0,440000.0,11.16,18,Wedding,2024-10-03,2024-10-04,Approved,,DSA / Partner,12100.0,26660.73,2024-10-04
APP11528,CUST10481,LEN1016,480000.0,455000.0,18.9,36,Home Renovation,2024-10-01,2024-10-06,Approved,,Mobile App,12740.0,16655.49,2024-10-06
APP11529,CUST10557,LEN1017,225000.0,,,48,Vehicle Purchase,2024-03-05,,Rejected,Past Loan Default,Mobile App,,,
APP11530,CUST10220,LEN1008,310000.0,300000.0,19.13,18,Education,2025-07-23,2025-07-27,Approved,,Direct Telecall,6000.0,19303.72,2025-07-28
APP11531,CUST11286,LEN1016,545000.0,520000.0,24.87,6,Home Renovation,2024-12-01,2024-12-04,Approved,,Mobile App,14560.0,93060.69,2024-12-06
APP11532,CUST10003,LEN1016,155000.0,130000.0,25.04,6,Debt Consolidation,2025-03-11,2025-03-15,Approved,,Direct Telecall,3640.0,23276.28,2025-03-16
APP11533,CUST11288,LEN1013,500000.0,445000.0,17.46,36,Business Expansion,2025-01-24,2025-01-25,Approved,,Mobile App,10680.0,15967.53,2025-01-27
APP11534,CUST10094,LEN1011,410000.0,370000.0,18.5,60,Education,2024-12-07,2024-12-11,Approved,,Branch,8140.0,9496.5,2024-12-11
APP11535,CUST11413,LEN1003,50000.0,,,12,Education,2024-02-14,,Pending,,DSA / Partner,,,
APP11536,CUST10420,LEN1015,400000.0,,,48,Medical Emergency,2025-11-28,,Rejected,Past Loan Default,Mobile App,,,
APP11537,CUST10904,LEN1005,300000.0,,,12,Education,2024-04-09,,Rejected,Low Credit Score,Website,,,
APP11538,CUST10526,LEN1001,625000.0,575000.0,11.85,24,Medical Emergency,2025-10-20,2025-10-21,Approved,,Website,14375.0,27026.99,2025-10-21
APP11539,CUST10698,LEN1008,255000.0,240000.0,31.64,6,Debt Consolidation,2025-07-03,2025-07-04,Approved,,Branch,4800.0,43771.36,2025-07-04
APP11540,CUST10975,LEN1009,630000.0,,,48,Personal Expenses,2024-08-09,,Rejected,Insufficient Monthly Income,DSA / Partner,,,
APP11541,CUST10678,LEN1004,60000.0,,,36,Education,2024-10-11,,Rejected,Low Credit Score,Branch,,,
APP11542,CUST10875,LEN1012,600000.0,,,60,Wedding,2025-12-13,,Rejected,High Debt-to-Income Ratio,Branch,,,
APP11543,CUST10056,LEN1004,1000000.0,840000.0,15.98,36,Personal Expenses,2024-10-08,2024-10-09,Approved,,Direct Telecall,14700.0,29523.61,2024-10-09
APP11544,CUST10368,LEN1007,800000.0,650000.0,28.75,12,Home Renovation,2025-04-16,2025-04-20,Approved,,Website,17875.0,62967.64,2025-04-21
APP11545,CUST10065,LEN1004,1000000.0,950000.0,19.95,48,Education,2025-10-04,2025-10-09,Approved,,Website,16625.0,28883.54,2025-10-12
APP11546,CUST10316,LEN1003,570000.0,475000.0,13.7,12,Wedding,2024-01-08,2024-01-09,Approved,,DSA / Partner,7125.0,42581.86,2024-01-12
APP11547,CUST10223,LEN1003,495000.0,405000.0,11.19,12,Medical Emergency,2025-03-01,2025-03-02,Approved,,Mobile App,6075.0,35830.48,2025-03-04
APP11548,CUST11462,LEN1017,1000000.0,,,48,Business Expansion,2024-06-10,,Rejected,Past Loan Default,DSA / Partner,,,
APP11549,CUST11092,LEN1019,210000.0,,,24,Vehicle Purchase,2025-09-17,,Pending,,Mobile App,,,
APP11550,CUST10912,LEN1009,410000.0,345000.0,11.39,36,Education,2024-01-21,2024-01-25,Approved,,Direct Telecall,6210.0,11358.68,2024-01-28
APP11551,CUST10187,LEN1019,75000.0,,,48,Home Renovation,2024-08-23,,Pending,,Mobile App,,,
APP11552,CUST11435,LEN1018,1000000.0,,,6,Wedding,2025-10-27,,Pending,,DSA / Partner,,,
APP11553,CUST11190,LEN1005,65000.0,,,12,Education,2024-09-03,,Pending,,Mobile App,,,
APP11554,CUST10104,LEN1017,1000000.0,910000.0,18.09,36,Medical Emergency,2025-07-05,2025-07-09,Approved,,Mobile App,19110.0,32939.78,2025-07-09
APP11555,CUST10532,LEN1009,125000.0,110000.0,13.01,12,Home Renovation,2025-03-13,2025-03-14,Approved,,Mobile App,1980.0,9825.42,2025-03-15
APP11556,CUST11432,LEN1003,630000.0,,,36,Wedding,2025-03-08,,Rejected,Incomplete Documentation,Mobile App,,,
APP11557,CUST11299,LEN1018,390000.0,,,60,Business Expansion,2024-06-17,,Pending,,DSA / Partner,,,
APP11558,CUST11396,LEN1009,440000.0,,,18,Personal Expenses,2024-01-12,,Pending,,Mobile App,,,
APP11559,CUST10056,LEN1001,980000.0,,,48,Personal Expenses,2024-11-26,,Pending,,Mobile App,,,
APP11560,CUST10338,LEN1019,170000.0,,,48,Education,2024-04-10,,Rejected,Insufficient Monthly Income,DSA / Partner,,,
APP11561,CUST11104,LEN1012,335000.0,335000.0,22.63,48,Personal Expenses,2024-06-02,2024-06-07,Approved,,Direct Telecall,8375.0,10669.45,2024-06-07
APP11562,CUST11033,LEN1010,465000.0,,,18,Home Renovation,2025-07-12,,Rejected,High Debt-to-Income Ratio,Mobile App,,,
APP11563,CUST11230,LEN1019,380000.0,315000.0,15.99,18,Wedding,2024-03-19,2024-03-21,Approved,,Branch,9450.0,19798.29,2024-03-21
APP11564,CUST10644,LEN1013,475000.0,385000.0,13.74,36,Vehicle Purchase,2024-01-27,2024-02-01,Approved,,DSA / Partner,9240.0,13109.82,2024-02-03
APP11565,CUST10504,LEN1013,225000.0,190000.0,14.03,18,Medical Emergency,2025-06-12,2025-06-15,Approved,,Website,4560.0,11766.55,2025-06-15
APP11566,CUST10483,LEN1014,315000.0,295000.0,22.89,18,Education,2025-01-13,2025-01-14,Approved,,Website,5605.0,19517.45,2025-01-17
APP11567,CUST11495,LEN1002,235000.0,200000.0,14.79,6,Wedding,2025-02-20,2025-02-24,Approved,,Mobile App,4000.0,34785.93,2025-02-27
APP11568,CUST11266,LEN1012,600000.0,485000.0,25.03,6,Home Renovation,2024-03-07,2024-03-07,Approved,,Mobile App,12125.0,86836.0,2024-03-10
APP11569,CUST10518,LEN1017,135000.0,,,36,Personal Expenses,2025-10-02,,Rejected,Incomplete Documentation,Website,,,
APP11570,CUST10530,LEN1006,445000.0,,,24,Wedding,2025-06-12,,Rejected,High Debt-to-Income Ratio,Mobile App,,,
APP11571,CUST10775,LEN1007,800000.0,665000.0,16.89,6,Vehicle Purchase,2024-09-05,2024-09-10,Approved,,Website,18287.5,116356.85,2024-09-13
APP11572,CUST11268,LEN1010,860000.0,715000.0,14.3,36,Debt Consolidation,2024-10-31,2024-11-03,Approved,,DSA / Partner,17875.0,24541.32,2024-11-04
APP11573,CUST10755,LEN1017,215000.0,,,6,Debt Consolidation,2024-03-25,,Rejected,Insufficient Monthly Income,Website,,,
APP11574,CUST10084,LEN1013,125000.0,,,48,Vehicle Purchase,2024-12-29,,Rejected,KYC Verification Failed,Mobile App,,,
APP11575,CUST10596,LEN1002,125000.0,110000.0,23.76,60,Education,2025-11-22,2025-11-23,Approved,,Direct Telecall,2200.0,3149.17,2025-11-25
APP11576,CUST10393,LEN1001,1000000.0,960000.0,31.19,24,Vehicle Purchase,2025-02-25,2025-03-01,Approved,,Website,24000.0,54266.11,2025-03-01
APP11577,CUST10463,LEN1004,410000.0,385000.0,21.76,36,Home Renovation,2024-12-05,2024-12-09,Approved,,Website,6737.5,14655.57,2024-12-09
APP11578,CUST11380,LEN1011,110000.0,95000.0,14.23,48,Personal Expenses,2024-09-01,2024-09-03,Approved,,Website,2090.0,2606.99,2024-09-04
APP11579,CUST11078,LEN1009,275000.0,,,48,Medical Emergency,2024-08-15,,Pending,,DSA / Partner,,,
APP11580,CUST10290,LEN1004,135000.0,125000.0,20.06,48,Wedding,2025-04-22,2025-04-26,Approved,,Branch,2187.5,3807.79,2025-04-26
APP11581,CUST11243,LEN1007,295000.0,,,6,Education,2024-08-09,,Rejected,High Debt-to-Income Ratio,DSA / Partner,,,
APP11582,CUST10830,LEN1011,885000.0,875000.0,20.64,6,Vehicle Purchase,2024-03-19,2024-03-23,Approved,,Mobile App,19250.0,154737.24,2024-03-26
APP11583,CUST10671,LEN1013,140000.0,135000.0,16.65,36,Vehicle Purchase,2025-06-21,2025-06-22,Approved,,Branch,3240.0,4789.64,2025-06-23
APP11584,CUST10055,LEN1001,350000.0,290000.0,29.62,18,Vehicle Purchase,2025-07-16,2025-07-16,Approved,,Mobile App,7250.0,20149.2,2025-07-17
APP11585,CUST11410,LEN1013,315000.0,,,48,Wedding,2024-10-17,,Pending,,Website,,,
APP11586,CUST11221,LEN1004,550000.0,,,24,Personal Expenses,2025-11-27,,Rejected,High Debt-to-Income Ratio,Branch,,,
APP11587,CUST10803,LEN1012,600000.0,515000.0,16.91,18,Home Renovation,2024-03-19,2024-03-19,Approved,,Mobile App,12875.0,32593.0,2024-03-21
APP11588,CUST10223,LEN1018,240000.0,210000.0,10.58,12,Vehicle Purchase,2025-05-03,2025-05-04,Approved,,Branch,4200.0,18519.03,2025-05-07
APP11589,CUST10399,LEN1006,500000.0,450000.0,26.53,12,Education,2025-09-08,2025-09-11,Approved,,Branch,13500.0,43104.7,2025-09-13
APP11590,CUST10687,LEN1011,250000.0,235000.0,24.68,6,Debt Consolidation,2025-12-13,2025-12-14,Approved,,Mobile App,5170.0,42033.83,2025-12-17
APP11591,CUST10088,LEN1012,335000.0,,,60,Business Expansion,2025-05-19,,Rejected,Insufficient Monthly Income,Mobile App,,,
APP11592,CUST10878,LEN1014,755000.0,620000.0,19.88,48,Personal Expenses,2025-12-11,2025-12-14,Approved,,Branch,11780.0,18827.21,2025-12-14
APP11593,CUST10087,LEN1007,260000.0,230000.0,15.36,6,Education,2025-02-03,2025-02-03,Approved,,Website,6325.0,40068.87,2025-02-06
APP11594,CUST10316,LEN1015,130000.0,125000.0,14.34,48,Education,2024-06-28,2024-06-30,Approved,,Mobile App,4062.5,3437.17,2024-07-02
APP11595,CUST10107,LEN1014,265000.0,,,12,Vehicle Purchase,2024-04-21,,Rejected,Insufficient Monthly Income,Branch,,,
APP11596,CUST11283,LEN1016,205000.0,,,36,Home Renovation,2024-08-03,,Pending,,Branch,,,
APP11597,CUST11075,LEN1009,420000.0,410000.0,16.62,6,Medical Emergency,2024-11-07,2024-11-11,Approved,,Mobile App,7380.0,71683.76,2024-11-14
APP11598,CUST10398,LEN1011,145000.0,120000.0,15.47,24,Home Renovation,2024-02-17,2024-02-21,Approved,,DSA / Partner,2640.0,5845.23,2024-02-21
APP11599,CUST10110,LEN1004,580000.0,525000.0,13.48,24,Personal Expenses,2024-02-18,2024-02-22,Approved,,Branch,9187.5,25077.99,2024-02-22
APP11600,CUST10593,LEN1010,580000.0,,,6,Wedding,2025-08-19,,Rejected,High Debt-to-Income Ratio,Website,,,
APP11601,CUST10826,LEN1020,300000.0,290000.0,20.43,36,Vehicle Purchase,2025-08-09,2025-08-14,Approved,,Branch,10150.0,10841.08,2025-08-16
APP11602,CUST11132,LEN1020,300000.0,,,48,Wedding,2025-06-18,,Pending,,Mobile App,,,
APP11603,CUST10606,LEN1005,430000.0,365000.0,14.56,18,Vehicle Purchase,2025-08-05,2025-08-05,Approved,,Direct Telecall,8212.5,22694.94,2025-08-07
APP11604,CUST10044,LEN1017,1000000.0,,,36,Education,2024-07-13,,Pending,,Mobile App,,,
APP11605,CUST10222,LEN1006,195000.0,185000.0,28.64,60,Education,2024-05-24,2024-05-28,Approved,,Website,5550.0,5831.77,2024-05-28
APP11606,CUST10836,LEN1020,185000.0,,,36,Wedding,2025-02-11,,Pending,,Mobile App,,,
APP11607,CUST11312,LEN1004,395000.0,330000.0,14.23,24,Personal Expenses,2025-03-28,2025-04-01,Approved,,Direct Telecall,5775.0,15880.13,2025-04-02
APP11608,CUST11065,LEN1020,105000.0,105000.0,15.11,48,Business Expansion,2024-09-06,2024-09-11,Approved,,Direct Telecall,3675.0,2928.09,2024-09-11
APP11609,CUST10584,LEN1001,565000.0,515000.0,11.8,24,Medical Emergency,2025-12-12,2025-12-12,Approved,,Mobile App,12875.0,24194.77,2025-12-13
APP11610,CUST10832,LEN1019,500000.0,425000.0,12.85,36,Home Renovation,2025-11-07,2025-11-10,Approved,,DSA / Partner,12750.0,14289.24,2025-11-13
APP11611,CUST10706,LEN1014,820000.0,,,60,Education,2025-07-29,,Pending,,Mobile App,,,
APP11612,CUST10987,LEN1014,115000.0,,,60,Home Renovation,2025-06-25,,Pending,,Mobile App,,,
APP11613,CUST10643,LEN1019,275000.0,265000.0,28.45,60,Medical Emergency,2024-07-15,2024-07-16,Approved,,Website,7950.0,8323.08,2024-07-17
APP11614,CUST11204,LEN1010,900000.0,,,18,Personal Expenses,2024-06-17,,Rejected,Insufficient Monthly Income,Mobile App,,,
APP11615,CUST10459,LEN1001,120000.0,120000.0,11.67,60,Vehicle Purchase,2025-02-04,2025-02-04,Approved,,Branch,3000.0,2649.37,2025-02-04
APP11616,CUST10793,LEN1017,195000.0,190000.0,20.22,6,Education,2024-12-08,2024-12-08,Approved,,Branch,3990.0,33560.21,2024-12-08
APP11617,CUST10136,LEN1013,500000.0,465000.0,13.81,36,Debt Consolidation,2024-10-27,2024-11-01,Approved,,Mobile App,11160.0,15849.72,2024-11-03
APP11618,CUST10112,LEN1015,175000.0,160000.0,19.36,12,Education,2025-03-29,2025-03-29,Approved,,Branch,5200.0,14772.56,2025-03-31
APP11619,CUST10452,LEN1009,310000.0,265000.0,17.31,24,Wedding,2025-09-05,2025-09-10,Approved,,DSA / Partner,4770.0,13141.71,2025-09-13
APP11620,CUST10287,LEN1013,500000.0,435000.0,29.38,24,Home Renovation,2024-05-20,2024-05-20,Approved,,Branch,10440.0,24183.47,2024-05-23
APP11621,CUST11485,LEN1016,1000000.0,,,6,Home Renovation,2025-09-08,,Pending,,Branch,,,
APP11622,CUST10137,LEN1009,70000.0,60000.0,14.92,36,Debt Consolidation,2024-07-18,2024-07-18,Approved,,Mobile App,1080.0,2077.57,2024-07-19
APP11623,CUST10644,LEN1012,600000.0,495000.0,15.18,12,Education,2025-02-14,2025-02-14,Approved,,Website,12375.0,44719.92,2025-02-17
APP11624,CUST10022,LEN1007,800000.0,665000.0,14.7,12,Medical Emergency,2025-09-09,2025-09-10,Approved,,Mobile App,18287.5,59927.68,2025-09-13
APP11625,CUST10488,LEN1017,220000.0,200000.0,20.9,18,Home Renovation,2025-05-22,2025-05-25,Approved,,DSA / Partner,4200.0,13039.33,2025-05-25
APP11626,CUST10390,LEN1007,645000.0,590000.0,12.68,48,Debt Consolidation,2024-09-27,2024-09-28,Approved,,Website,16225.0,15734.68,2024-09-30
